pd_multiplier,apr_strategy,cost_of_funds_annual,acquisition_cost,lgd,k_star_approve_pct,cutoff_pd_star,max_total_profit_at_k_star,youden_approve_pct_full,cutoff_gap_profit_minus_youden,category
1.0,flat_24,0.06,0,0.65,100.0,0.19155113956429146,422487222.69388294,79.40568212639002,20.59431787360998,approve_all
1.0,flat_24,0.06,0,0.75,100.0,0.19155113956429146,420206352.8816481,79.40568212639002,20.59431787360998,approve_all
1.0,flat_24,0.06,0,0.85,100.0,0.19155113956429146,417925483.0694064,79.40568212639002,20.59431787360998,approve_all
1.0,flat_24,0.06,250,0.55,100.0,0.19155113956429146,365776092.50611645,79.40568212639002,20.59431787360998,approve_all
1.0,flat_24,0.06,250,0.65,100.0,0.19155113956429146,363495222.69388115,79.40568212639002,20.59431787360998,approve_all
1.0,flat_24,0.06,250,0.75,99.97669175481421,0.17789858353335242,361215289.5225708,79.40568212639002,20.571009628424193,approve_all
1.0,flat_24,0.06,250,0.85,99.9029529427719,0.16430127759282215,358951064.07933193,79.40568212639002,20.497270816381885,approve_all
1.0,flat_24,0.06,500,0.55,100.0,0.19155113956429146,306784092.50611913,79.40568212639002,20.59431787360998,approve_all
1.0,flat_24,0.06,500,0.65,99.96482573908327,0.174769025351924,304509376.8821577,79.40568212639002,20.559143612693248,approve_all
1.0,flat_24,0.06,500,0.75,99.84150393273664,0.15607192781759482,302265495.1608006,79.40568212639002,20.435821806346624,approve_all
1.0,flat_24,0.06,500,0.85,99.65249525359371,0.1373827191808035,300079187.48152816,79.40568212639002,20.246813127203694,approve_all
2.0,tiered_uncapped,0.0,0,0.55,100.0,0.3831022791285829,389358980.36433136,79.40568212639002,20.59431787360998,approve_all
2.0,tiered_uncapped,0.0,0,0.65,99.99745728234336,0.37420802699451644,384860393.21803445,79.40568212639002,20.591775155953343,approve_all
2.0,tiered_uncapped,0.0,0,0.75,99.92244711147274,0.3340862571114339,380386170.84325695,79.40568212639002,20.516764985082716,approve_all
2.0,tiered_uncapped,0.0,0,0.85,99.80929617575265,0.3007048640312916,375990322.3759612,79.40568212639002,20.40361404936263,approve_all
2.0,tiered_uncapped,0.0,250,0.55,100.0,0.3831022791285829,330366980.3643334,79.40568212639002,20.59431787360998,approve_all
2.0,tiered_uncapped,0.0,250,0.65,99.935584486032,0.3397050207707325,325882503.944819,79.40568212639002,20.52990235964198,approve_all
2.0,tiered_uncapped,0.0,250,0.75,99.81692432872254,0.30307761334192423,321471803.6341078,79.40568212639002,20.411242202332517,approve_all
2.0,tiered_uncapped,0.0,250,0.85,99.65249525359371,0.274765438361607,317153968.37184,79.40568212639002,20.246813127203694,approve_all
2.0,tiered_uncapped,0.0,500,0.55,99.96482573908327,0.349538050703848,271383045.444547,79.40568212639002,20.559143612693248,approve_all
2.0,tiered_uncapped,0.0,500,0.65,99.84150393273664,0.31214385563518965,266954961.99282095,79.40568212639002,20.435821806346624,approve_all
2.0,tiered_uncapped,0.0,500,0.75,99.65249525359371,0.274765438361607,262631352.3641895,79.40568212639002,20.246813127203694,approve_all
